OBJECTID,FarmNum,PondArea,PresAbs,PondNum,ShapeArea,PondLong,PondLat
157,27,48.19920368,0,141,0.048199204,465052.301674594,3584949.27496209
158,27,37.45980466,0,13,0.037459805,464582.518071420,3585041.44421400
159,27,48.78182207,0,12,0.048781822,464299.358630641,3585269.75673234
160,27,60.20427909,1,11,0.060204279,464701.095953004,3585841.49236970
161,27,102.1462785,1,9,0.102146278,465170.482018654,3585846.93901796
162,27,42.77426468,1,8,0.042774265,464935.831663604,3585938.00167575
163,27,67.13167004,0,10,0.06713167,464458.981404969,3585987.45540187
164,27,49.69234289,1,7,0.049692343,464783.599944643,3586078.05352888
165,27,46.84031623,1,4,0.046840316,465080.279822641,3586126.33188291
166,27,52.78375546,1,6,0.052783755,464629.753863476,3586206.87154372
167,27,64.27573752,0,3,0.064275738,464963.582709042,3586305.33864183
168,27,52.55991683,0,5,0.052559917,464468.183029421,3586336.33917334
169,27,49.32674983,1,2,0.04932675,464794.317623732,3586420.62747955
170,27,49.86338426,1,1,0.049863384,464617.214473254,3586542.99233995
171,8,32.7218044,0,13,0.032721804,459655.581376057,3589455.48496660
172,8,54.54730682,0,15,0.054547307,460131.196320901,3589470.03431270
173,8,56.18433012,0,14,0.05618433,459894.890717239,3589503.68838262
174,8,53.5970348,0,12,0.053597035,460124.761578630,3589727.93350046
175,8,58.44639738,0,11,0.058446397,459890.544663074,3589745.58103427
176,8,55.07482618,0,10,0.055074826,459652.392321551,3589774.09272202
177,8,25.4731617,1,9,0.025473162,459759.428091930,3590097.06712621
178,8,27.95884512,0,8,0.027958845,459604.485708035,3590122.53873979
179,8,29.41644114,0,6,0.029416441,459306.918918513,3590140.95679217
180,8,27.17313531,0,7,0.027173135,459456.448441036,3590152.97913209
181,8,19.67872144,0,1,0.019678721,459018.208319567,3590211.47951727
182,8,23.60012106,0,5,0.023600121,459796.893595355,3590266.51559113
183,8,26.56540105,0,4,0.026565401,459631.346562893,3590311.77077322
184,8,42.60017715,0,3,0.042600177,459431.151830749,3590364.22488507
185,8,44.581508,1,2,0.044581508,459218.290646465,3590393.98004073
186,10,34.55842252,0,5,0.034558423,452622.557740395,3603049.71364581
187,10,29.09711272,1,4,0.029097113,452659.571738742,3603227.18184210
188,10,68.37666201,0,2,0.068376662,452274.192894000,3603258.65397692
189,10,52.50471364,0,3,0.052504714,452478.038983423,3603260.22208076
190,10,18.10763377,0,6,0.018107634,452496.857205011,3603491.59791765
191,10,19.95268726,1,7,0.019952687,452325.724785067,3603498.87380242
192,10,52.8959217,0,1,0.052895922,451970.100554513,3603449.97308418
193,33,31.21169122,0,24,0.031211691,438728.176709310,3602077.33019047
194,33,38.30330817,0,26,0.038303308,438415.450572154,3602152.09877599
195,33,35.96906198,0,23,0.035969062,438770.714183301,3602344.88466094
196,33,40.42578775,1,25,0.040425788,438206.717366221,3602395.62589132
197,33,30.39727263,1,22,0.030397273,438594.204261739,3602472.20152289
198,33,31.84633012,0,21,0.03184633,438402.173565857,3602665.10058090
199,33,62.72803278,1,20,0.062728033,438982.967497023,3603011.75958804
200,33,50.69957679,0,19,0.050699577,439049.020723572,3603244.94681291
201,33,18.82938154,0,5,0.018829382,441110.042247542,3603466.55457368
202,33,54.23413642,0,18,0.054234136,438866.619519090,3603399.20111304
203,33,27.53969915,0,11,0.027539699,440783.332551507,3603486.45378187
204,33,39.0818568,0,10,0.039081857,440953.963219042,3603473.13974811
205,33,36.16138895,1,12,0.036161389,440607.155869316,3603528.58017652
206,33,86.43667616,0,17,0.086436676,439220.898985977,3603497.01270411
207,33,34.65652207,0,4,0.034656522,441061.577616534,3603705.58438302
208,33,29.259836,1,16,0.029259836,439859.354376206,3603769.77145835
209,33,35.67885919,0,9,0.035678859,440622.292143983,3603843.86257352
210,33,36.05929318,0,8,0.036059293,440794.938701164,3603872.27324207
211,33,39.40963234,1,3,0.039409632,441045.180472934,3603912.76649284
212,33,37.77433406,0,15,0.037774334,439956.362810098,3603996.42803423
213,33,41.57639637,0,2,0.041576396,441030.215203532,3604115.63563161
214,33,40.13952482,0,7,0.040139525,440801.734029627,3604163.53699966
215,33,30.1964288,0,13,0.030196429,440096.661229232,3604265.11873120
216,33,23.6400491,1,6,0.023640049,440596.627557091,3604266.86242209
217,33,59.20631496,0,14,0.059206315,439880.357831628,3604224.09687517
218,33,58.79391706,1,1,0.058793917,441005.649436038,3604320.35471366
219,24,22.22012417,0,28,0.022220124,437127.918108968,3604560.58269417
220,24,14.95985396,0,26,0.014959854,437083.717758662,3604700.95696509
221,24,8.871547746,0,27,0.008871548,437199.842996425,3604699.96547275
222,24,71.406928,0,25,0.071406928,436877.358337198,3604631.20769534
223,24,55.64799191,0,30,0.055647992,437604.407105317,3604636.17729455
224,24,70.62237995,0,29,0.07062238,437364.712088241,3604628.51289817
225,24,20.82720517,1,53,0.020827205,436459.416391579,3604749.90335805
226,24,16.5169327,1,21,0.016516933,436812.630081098,3604838.67311409
227,24,42.57571386,0,22,0.042575714,437044.608179754,3604857.89087229
228,24,42.29217218,0,24,0.042292172,437700.812452541,3604903.51251588
229,24,83.07716425,0,23,0.083077164,437418.440173204,3604897.11630017
230,24,65.59796891,1,16,0.065597969,437018.105670691,3605049.32880192
231,24,32.82922548,0,20,0.032829225,436660.646261416,3605012.75090787
232,24,72.97815151,0,19,0.072978152,437768.833836122,3605147.66021495
233,24,72.23691272,0,18,0.072236913,437454.601374612,3605144.78990624
234,24,25.7578943,1,15,0.025757894,436905.796203430,3605149.64089522
235,24,15.60195058,0,17,0.015601951,437213.405923392,3605216.94879535
236,24,11.23464367,1,52,0.011234644,438342.837328110,3605263.43898964
237,24,54.44773954,1,51,0.05444774,438597.047525314,3605335.87116973
238,24,61.26907452,1,50,0.061269075,438899.928459800,3605346.03134386
239,24,36.75036002,0,49,0.03675036,438764.540943098,3605555.14574109
240,24,44.07933182,1,31,0.044079332,438083.708984615,3605568.80882931
241,24,57.74074387,0,47,0.057740744,439050.354123429,3605626.50211707
242,24,76.42397644,0,45,0.076423976,439322.811860208,3605612.88611766
243,24,87.80608776,0,32,0.087806088,438266.672651695,3605544.39823023
244,24,64.25119443,0,34,0.064251194,438477.727739187,3605653.18401561
245,24,35.92782033,0,48,0.03592782,438859.419528547,3605761.15790354
246,24,48.41534691,0,33,0.048415347,438300.712751607,3605877.22912747
247,24,67.880211,0,44,0.067880211,439332.107384145,3605891.96854095
248,24,64.52333972,0,35,0.06452334,438532.263080330,3605988.84737944
249,24,61.19480517,1,46,0.061194805,439074.427185081,3605917.72455915
250,24,61.7149247,0,38,0.061714925,438726.297631456,3606045.36311314
251,24,63.17561423,1,43,0.063175614,439332.187922786,3606127.02865517
252,24,50.11980203,0,36,0.050119802,438467.542759881,3606302.25444048
253,24,43.747146,0,37,0.043747146,438659.513653150,3606319.71616622
254,24,76.51454147,0,39,0.076514541,438928.291440648,3606289.74531436
255,24,50.48798116,0,42,0.050487981,439137.493130272,3606393.29498199
256,24,18.26643519,0,12,0.018266435,436142.560643057,3606673.42231779
257,24,54.57174627,0,41,0.054571746,439121.569722071,3606657.15771996
258,24,72.22937917,0,40,0.072229379,438893.576319924,3606664.45196774
259,24,46.16036228,0,10,0.046160362,435997.486301746,3606811.04794519
260,24,12.86567683,0,9,0.012865677,435630.931907339,3606834.19901945
261,24,10.61528171,0,11,0.010615282,436207.552748926,3606834.30204033
262,24,88.46146083,0,6,0.088461461,435672.628775520,3607022.33542349
263,24,34.13939864,1,14,0.034139399,434852.666736341,3607058.78771400
264,24,81.52479889,1,5,0.081524799,435261.734601661,3607056.02308516
265,24,18.50895478,0,8,0.018508955,436292.281732859,3607143.31772882
266,24,113.4782509,1,7,0.113478251,436088.448578664,3607089.28506474
267,24,82.19834566,0,4,0.082198346,435679.814240003,3607216.48551128
268,24,54.80912198,1,13,0.054809122,434955.397801680,3607243.53793774
269,24,102.4292305,1,3,0.10242923,435863.800445225,3607523.76230221
270,24,91.96541137,1,2,0.091965411,435629.724677192,3607541.16744299
271,24,43.9983455,0,1,0.043998346,435715.672743312,3607880.10907588
272,21,46.74943037,0,54,0.04674943,447063.155165538,3608960.06447842
273,21,42.35054394,0,53,0.042350544,446995.424258982,3609152.46644698
274,21,92.17803519,0,52,0.092178035,446603.884816072,3609446.21446214
275,21,83.37721594,0,50,0.083377216,446357.602133135,3609809.05899225
276,21,68.1823141,0,51,0.068182314,446569.686852423,3609865.39698672
277,21,25.74634338,0,44,0.025746343,446781.935726115,3610222.36366654
278,21,51.97551954,0,30,0.05197552,447772.573318294,3610210.16565540
279,21,87.80164641,0,49,0.087801646,446253.747760504,3610189.07743615
280,21,54.98594047,0,41,0.05498594,448130.428472900,3610237.93275409
281,21,68.40096216,1,48,0.068400962,445848.801474496,3610344.40129416
283,21,52.64381109,0,43,0.052643811,446797.396439436,3610448.83332628
284,21,49.86317388,0,29,0.049863174,447738.912783685,3610477.01488928
285,21,46.55278913,0,46,0.046552789,446571.872570758,3610482.00302985
286,21,54.94368451,0,47,0.054943685,446099.383783574,3610534.15140614
287,21,59.32922093,1,40,0.059329221,448080.421274917,3610533.71476836
288,21,43.68107321,0,45,0.043681073,446510.491656649,3610758.24644264
289,21,49.59752403,0,42,0.049597524,446797.753104105,3610711.60921666
290,21,75.48205842,0,39,0.075482058,448311.251356795,3610692.78863536
291,21,33.24926879,1,28,0.033249269,447722.251067575,3610742.33416981
292,21,54.27699319,0,25,0.054276993,447497.380607838,3611018.22833166
293,21,36.34390286,0,27,0.036343903,447727.352328852,3611039.37144471
294,21,63.93210367,0,38,0.063932104,448298.274202888,3611243.10951240
295,21,64.71770455,0,24,0.064717705,447479.343890706,3611325.68669292
296,21,32.39734074,0,37,0.032397341,448047.687174807,3611402.88113180
297,21,69.40418886,0,26,0.069404189,447786.201595836,3611442.12212918
298,21,31.18621113,0,36,0.031186211,448663.099432445,3611704.86496407
299,21,62.99296312,1,22,0.062992963,447233.955920291,3611647.92606477
300,21,63.61090843,0,23,0.063610908,447453.519752717,3611660.55126312
301,21,32.11659004,0,35,0.03211659,448389.574186647,3611755.24332274
302,21,34.09159053,0,34,0.034091591,448190.438106418,3611765.98527872
303,21,25.61630371,0,33,0.025616304,448399.506624067,3611919.43869558
304,21,45.44787379,0,21,0.045447874,447442.193942864,3611962.28569748
305,21,36.43078541,1,32,0.036430785,448627.757546864,3612110.54527946
306,21,47.95962716,0,19,0.047959627,447392.978144285,3612232.18597881
307,21,34.26793792,0,18,0.034267938,447181.770489036,3612276.90927183
308,21,70.7791207,1,31,0.070779121,448330.698147783,3612253.93083610
309,21,68.53292119,0,20,0.068532921,447619.919138808,3612220.11884458
310,21,71.20177325,1,11,0.071201773,447483.919039606,3612602.48187229
311,21,37.32212601,1,17,0.037322126,447923.905613308,3612615.12569720
312,21,39.57575978,0,16,0.03957576,447762.268359624,3612616.05817520
313,21,84.32265146,1,10,0.084322651,447457.767231390,3612809.48905380
314,21,38.3755662,0,14,0.038375566,447767.853120215,3612901.26053543
315,21,40.0179288,1,15,0.040017929,447937.094147043,3612911.05254513
316,21,80.25556362,0,9,0.080255564,447482.267656939,3613033.35681016
317,21,45.99978562,1,13,0.045999786,447958.805789749,3613173.68580745
318,21,36.82035816,0,12,0.036820358,447765.815453771,3613181.96944757
319,21,75.18657493,1,8,0.075186575,447488.050346440,3613247.89627094
320,21,157.4929933,0,6,0.157492993,447469.864253283,3613603.10622171
321,21,73.56434154,0,7,0.073564342,447738.537086211,3613691.82752664
322,21,106.0580816,0,5,0.106058082,447353.593333013,3613976.78484274
323,21,71.80087783,0,4,0.071800878,447258.039712038,3614243.06348346
324,21,65.30376453,1,3,0.065303765,447183.217915710,3614520.90598995
325,21,84.69457769,1,2,0.084694578,447541.397441069,3614595.05629221
326,21,64.12031486,1,1,0.064120315,447278.640425764,3614737.72554499
327,18,47.6344678,0,29,0.047634468,410752.139686121,3630460.96009430
328,18,36.271276,1,30,0.036271276,410589.899176458,3630483.99405606
329,18,36.41260328,1,28,0.036412603,410940.978039084,3630547.23371927
330,18,57.47958128,1,27,0.057479581,411009.964727700,3630763.99655639
331,18,46.08973938,0,26,0.046089739,410912.053525875,3630952.73022326
332,18,74.97080551,1,22,0.074970806,411458.285238056,3631089.86987867
333,18,28.97778541,0,25,0.028977785,410989.191595441,3631210.78919299
334,18,47.87588815,0,24,0.047875888,410834.285762150,3631171.69537859
335,18,39.6068014,1,23,0.039606801,410699.320855322,3631311.49779227
336,18,66.69298883,1,21,0.066692989,411451.999528399,3631345.56312527
337,18,47.31902819,1,20,0.047319028,411186.619553919,3631410.51472625
338,18,11.56005395,0,18,0.011560054,411191.748426628,3631584.58954682
339,18,37.831989,0,11,0.037831989,410849.402825444,3631573.75001116
340,18,27.85447402,0,19,0.027854474,411412.240431912,3631589.39238609
341,18,39.62105613,1,17,0.039621056,411829.127667374,3631709.37492452
342,18,41.34480332,0,10,0.041344803,410775.637849442,3631741.32305962
343,18,14.74622792,0,14,0.014746228,411289.043591548,3631782.11340210
344,18,20.57361855,1,15,0.020573619,411466.169488518,3631776.41916876
345,18,16.43569566,0,16,0.016435696,411617.143618616,3631768.69144384
346,18,53.07005196,0,8,0.053070052,410638.574975934,3631921.31702953
347,18,48.86902721,0,9,0.048869027,410899.878255863,3631979.52188713
348,18,56.24092572,1,13,0.056240926,411774.322570905,3631972.15882748
349,18,104.5069914,1,12,0.104506991,411278.175516331,3631986.43780829
350,18,60.64873084,0,6,0.060648731,410511.282056133,3632092.32642203
351,18,51.11544212,0,7,0.051115442,410843.720178547,3632193.10262447
352,18,37.32129536,0,3,0.037321295,410356.497848264,3632258.12741429
353,18,19.99269574,0,4,0.019992696,410550.541672446,3632272.13712469
354,18,30.11124388,1,1,0.030111244,410253.909494908,3632407.21959289
355,18,19.25010308,1,2,0.019250103,410458.945026192,3632404.67037741
356,18,32.19157509,1,5,0.032191575,410653.185667318,3632354.30417242
357,32,40.2942684,1,2,0.040294268,367725.705530868,3664015.93407997
358,32,44.79255849,1,1,0.044792558,367710.253407037,3664313.86076772
359,19,14.48648863,0,8,0.014486489,366027.800212884,3667722.11703812
360,19,31.27253876,0,7,0.031272539,365791.864283914,3667796.00317856
361,19,36.169758,0,6,0.036169758,365729.162244269,3667930.69936102
362,19,17.05391471,0,5,0.017053915,365506.447630403,3668637.17182617
363,19,17.31458488,0,4,0.017314585,365508.975893925,3668767.08924232
364,19,47.88324802,0,3,0.047883248,365689.056574687,3669644.94539938
365,19,18.79008314,0,2,0.018790083,365722.230433980,3669798.29252253
366,19,18.95493312,0,1,0.018954933,365723.001190067,3669899.43715606
367,20,47.53199655,0,12,0.047531997,357341.905183546,3666717.66826328
368,20,42.61035939,0,11,0.042610359,357206.924116136,3666832.73182211
369,20,44.24278987,0,10,0.04424279,357122.127610511,3666969.18839656
370,20,42.83519824,0,9,0.042835198,357821.218544344,3667117.80855699
371,20,43.7931805,0,8,0.043793181,357644.888333746,3667210.50373694
372,20,51.13534198,0,7,0.051135342,357442.817623529,3667286.41022209
373,20,49.79787495,0,6,0.049797875,357235.983473412,3667297.90498540
374,20,21.62745274,0,5,0.021627453,357635.476263847,3667706.92295284
375,20,16.05349716,0,4,0.016053497,357622.666565237,3667819.04851656
376,20,22.82276509,0,3,0.022822765,357620.704685950,3667954.09029400
377,20,21.42202639,0,2,0.021422026,357621.926883013,3668098.93712768
378,20,25.78125326,0,1,0.025781253,357416.960367089,3668103.58360018
379,30,35.68277716,1,4,0.035682777,353208.341965735,3679928.67617788
380,30,21.49441955,0,3,0.02149442,353260.886975219,3680169.99597748
381,30,26.72702068,1,2,0.026727021,353085.126714993,3680202.26240745
382,30,39.7492116,0,1,0.039749212,353291.454623997,3680431.44079576
383,9,17.28085607,0,8,0.017280856,368485.158135449,3668618.90931614
384,9,32.19786893,0,7,0.032197869,368222.900881631,3668702.05928345
385,9,35.68228206,0,6,0.035682282,368337.579439897,3668827.39678810
386,9,39.05187301,0,5,0.039051873,368467.641718405,3668910.32590335
387,9,29.43861197,0,9,0.029438612,367950.162645092,3669010.59250421
388,9,39.1845497,0,4,0.03918455,368458.538818385,3669138.63366568
389,9,25.0386519,0,3,0.025038652,368297.613560671,3669174.89378741
390,9,38.96437552,1,1,0.038964376,367620.288121075,3670062.18352844
391,9,44.59195778,1,2,0.044591958,367805.561243051,3669980.79316867
392,31,48.71163208,0,15,0.048711632,442902.245121830,3603097.21808222
393,31,79.33594843,0,8,0.079335948,443175.412384872,3603231.69640068
394,31,20.47427331,0,19,0.020474273,443629.101789927,3603411.48196020
395,31,43.25825854,1,14,0.043258259,442889.670210747,3603422.19625859
396,31,46.56069554,0,7,0.046560696,443102.283563403,3603506.57324600
397,31,13.37458203,0,18,0.013374582,443809.481849890,3603712.81501475
398,31,126.1230048,0,17,0.126123005,443504.565779705,3603589.51520909
399,31,45.98060895,0,13,0.045980609,442888.030414189,3603720.57285020
400,31,28.65300297,0,6,0.028653003,443142.214325305,3603861.98733191
401,31,51.49369565,0,12,0.051493696,442924.115700467,3603970.53425297
402,31,32.1279431,0,5,0.032127943,443223.530083234,3604066.61103629
403,31,29.00128758,0,11,0.029001288,443022.535363535,3604171.98698874
404,31,30.17012687,0,10,0.030170127,442861.640499087,3604194.19704671
405,31,109.0323121,0,16,0.109032312,443708.651605233,3604078.40456685
406,31,39.24199741,0,4,0.039241997,443324.735808132,3604286.71149577
407,31,27.24767318,0,9,0.027247673,443074.213407134,3604345.96720112
408,31,40.36711699,0,3,0.040367117,443380.560533707,3604528.48505653
409,31,39.67563669,0,2,0.039675637,443430.417182983,3604762.66570459
410,31,33.82860832,0,1,0.033828608,443433.813474532,3605043.43176095
411,6,47.38179491,1,12,0.047381795,438501.510404348,3608624.59609941
412,6,49.85131292,0,11,0.049851313,438414.308557047,3608857.73703829
413,6,22.40192017,0,4,0.02240192,438074.385991058,3609018.29047992
414,6,24.91187837,0,10,0.024911878,438526.402183629,3609003.99600427
415,6,18.87312707,0,5,0.018873127,438166.964020637,3609185.54620747
416,6,22.52213911,0,3,0.022522139,438060.911644793,3609228.24027119
417,6,90.72419758,0,6,0.090724198,438329.613545467,3609195.27994321
418,6,12.17447927,0,7,0.012174479,438508.711760755,3609389.76656515
419,6,69.79674728,0,1,0.069796747,438202.406701647,3609518.10905772
420,6,21.42210052,0,2,0.021422101,438339.071267064,3609648.99484263
421,23,44.46509228,0,14,0.044465092,450582.074216009,3603009.62162146
422,23,62.54667718,0,16,0.062546677,451014.135644534,3603037.20141964
423,23,22.07307504,0,15,0.022073075,450809.276877407,3603026.88710400
424,23,41.22402692,0,13,0.041224027,450963.272287832,3603233.42133013
425,23,28.89716811,0,4,0.028897168,450049.360566120,3603289.23569452
426,23,46.94040178,0,12,0.046940402,451208.614997026,3603359.10631375
427,23,51.83949672,0,11,0.051839497,451073.162610572,3603491.31883842
428,23,49.43080936,0,10,0.049430809,450920.610207964,3603477.17009877
429,23,46.62943466,0,3,0.046629435,450098.188799490,3603564.43942362
430,23,18.8722381,0,8,0.018872238,450999.251094142,3603740.92148932
431,23,31.13432947,0,7,0.031134329,450740.556886621,3603653.67494072
432,23,24.5938555,0,9,0.024593856,451220.938983834,3603754.14678160
433,23,62.131354,0,1,0.062131354,450034.069875227,3603815.13141344
434,23,43.40898185,1,2,0.043408982,450190.295172401,3603870.08952250
435,37,57.4338208,1,120,0.057433821,443564.915779354,3594066.87174275
436,37,53.82905188,1,121,0.053829052,443210.598919318,3594073.73293371
437,37,62.1922794,1,122,0.062192279,442871.959081812,3594080.61716990
438,37,40.00960055,1,123,0.040009601,442613.590658165,3594110.87647182
439,37,35.96255646,0,124,0.035962556,442423.459757641,3594167.61728608
440,37,39.90436171,1,125,0.039904362,442229.088546034,3594214.89753664
441,37,40.97510192,0,117,0.040975102,443212.155805125,3594247.08791567
442,37,60.69178235,0,118,0.060691782,443509.605860987,3594255.40339037
443,37,60.07446724,0,119,0.060074467,443841.086102139,3594261.45211307
444,37,25.58232831,1,116,0.025582328,442989.960786944,3594267.12368529
445,37,37.1980535,1,115,0.037198054,443223.791489165,3594420.60970860
446,37,30.20230632,0,95,0.030202306,442221.514877525,3594491.45248370
447,37,39.81750028,0,108,0.0398175,444207.290303677,3594548.82609776
448,37,46.78035928,1,114,0.046780359,443471.610859699,3594468.72706206
