OBJECTID,FarmNum,PondArea,PresAbs,PondNum,PondRoost_Dist,ShapeArea,PondLong,PondLat
71,27,36431.15972,1,58,26.69799401,0.03643116,466179.8132,3581777.875
72,27,36887.75194,0,57,26.87460993,0.036887752,465989.2438,3581849.068
73,27,44047.49329,0,115,28.42047466,0.044047493,464400.2314,3581850.75
74,27,30566.31798,0,59,27.41977095,0.030566318,465433.4571,3581890.062
75,27,31090.92438,0,62,27.57621216,0.031090924,465234.066,3581883.568
76,27,40979.31881,0,56,27.13666994,0.040979319,465734.8,3581935.002
77,27,47408.40642,1,82,29.07369815,0.047408406,463690.8888,3581954.293
78,27,52708.91486,0,114,28.28759873,0.052708915,464538.2895,3582046.66
79,27,39077.54442,0,55,27.41705816,0.039077544,465485.9263,3582031.627
80,27,27113.76648,1,80,29.42670402,0.027113766,463385.2147,3582049.094
81,27,47734.86118,0,98,28.90306299,0.047734861,463906.5962,3582055.949
82,27,33245.57153,0,113,28.46095898,0.033245572,464457.7404,3582220.749
83,27,34661.10523,1,54,27.68594277,0.034661105,465209.6789,3582178.368
84,27,23867.75605,0,79,29.56186593,0.023867756,463319.0911,3582244.728
85,27,12895.17876,0,96,28.78497072,0.012895179,464198.5496,3582286.99
86,27,50441.80687,0,81,29.27585744,0.050441807,463555.521,3582229.599
87,27,64278.5146,1,97,28.88149846,0.064278515,464037.8129,3582270.511
88,27,46935.73425,0,93,29.094438,0.046935734,463778.6465,3582333.623
89,27,28619.2767,0,94,29.10356443,0.028619277,463881.6536,3582496.413
90,27,76200.19703,0,53,28.08210724,0.076200197,464923.9705,3582452.885
91,27,38624.09455,0,78,29.49771953,0.038624095,463430.2843,3582472.993
92,27,42141.54145,0,92,29.36463381,0.042141541,463619.4232,3582607.866
93,27,57146.9536,1,95,28.86640891,0.057146954,464137.8291,3582603.124
94,27,46614.95182,0,51,28.28767214,0.046614952,464729.656,3582635.108
95,27,35397.33766,0,52,28.08333415,0.035397338,465007.4623,3582686.827
96,27,74637.23585,1,126,25.48117674,0.074637236,467763.1991,3582872.13
97,27,47712.7323,1,50,28.52718771,0.047712732,464572.9881,3582884.96
98,27,39185.96112,0,127,26.03433792,0.039185961,467257.6504,3582865.796
99,27,96774.24966,1,128,26.27978981,0.09677425,466898.967,3582911.315
100,27,51702.52741,1,91,29.38490271,0.051702527,463759.9696,3582932.348
101,27,50422.85974,1,49,28.39463854,0.05042286,464846.2425,3583128.614
102,27,79780.17536,0,125,25.79969506,0.079780175,467551.2078,3583086.711
103,27,104951.4298,1,48,28.11287918,0.10495143,465160.3891,3583183.373
104,27,22477.70027,0,47,28.29831776,0.0224777,465094.1191,3583391.695
105,27,66247.06816,0,124,26.07709494,0.066247068,467412.4023,3583334.184
106,27,22560.76242,1,29,28.98293314,0.022560762,464363.475,3583445.611
107,27,25342.14828,0,46,28.131469,0.025342148,465300.6181,3583479.49
108,27,20286.60349,1,120,27.2254398,0.020286603,466280.9226,3583484.841
109,27,58867.04974,0,123,26.27292577,0.05886705,467133.1127,3583435.768
112,27,41835.80189,0,30,28.6898573,0.041835802,464711.3216,3583565.422
114,27,39900.35381,1,45,28.1388728,0.039900354,465309.8001,3583641.006
115,27,92874.24644,1,121,26.92988052,0.092874246,466487.7532,3583448.714
116,27,14248.98917,0,122,26.86828028,0.014248989,466760.1181,3583653.573
119,27,32956.92932,1,117,27.6540093,0.032956929,465884.4493,3583717.156
120,27,45521.83634,0,44,28.16524057,0.045521836,465292.5341,3583788.338
121,27,38934.86333,0,118,27.41679958,0.038934863,466149.1608,3583749.165
122,27,6578.525543,0,43,28.14473445,0.006578526,465495.1875,3583863.709
123,27,65590.8601,1,28,28.88973674,0.06559086,464503.3025,3583766.037
124,27,74786.12478,1,119,27.06458014,0.074786125,466467.6269,3583787.044
127,27,48079.84,0,25,29.67380608,0.04807984,463726.4055,3583840.412
130,27,34856.22371,0,42,28.27493263,0.034856224,465278.2175,3583947.862
131,27,42443.94468,0,26,29.37102073,0.042443945,464127.5011,3583942.713
132,27,31647.99203,1,41,28.19726354,0.031647992,465453.7757,3584063.99
133,27,42686.0736,0,27,29.14040638,0.042686074,464417.943,3584089.291
134,27,67931.23744,1,33,28.58299659,0.067931237,464986.9463,3584082.412
135,27,24877.38404,1,39,28.43208488,0.024877384,465249.9682,3584145.533
138,27,32062.51902,0,40,28.30196033,0.032062519,465422.2465,3584269.365
139,27,76231.1229,1,23,29.44934662,0.076231123,464101.0603,3584185.964
140,27,43579.46015,1,22,29.24556961,0.04357946,464379.6963,3584338.742
141,27,12675.87423,0,38,28.36355482,0.012675874,465481.9269,3584454.449
142,27,31426.68563,0,36,28.55625765,0.031426686,465167.6576,3584385.504
143,27,42917.40975,1,32,28.762745,0.04291741,464946.3617,3584400.689
144,27,36026.90739,0,37,28.43168448,0.036026907,465329.8275,3584451.349
145,27,49091.16456,1,16,29.92632277,0.049091165,463717.7556,3584430.923
146,27,36485.74112,1,21,29.2358111,0.036485741,464493.2902,3584484.555
147,27,18123.20918,0,35,28.43251267,0.018123209,465464.2996,3584618.879
148,27,12875.05792,0,34,28.57742708,0.012875058,465340.0235,3584672.783
149,27,45959.33158,1,17,29.83493445,0.045959332,463861.3922,3584657.324
150,27,27600.89607,0,31,28.90760536,0.027600896,464950.584,3584665.792
151,27,39779.0763,0,19,29.22283555,0.039779076,464510.2978,3584667.815
152,27,39958.6386,0,20,29.11533863,0.039958639,464723.9042,3584737.281
153,27,67159.95216,1,18,29.57882317,0.067159952,464174.3416,3584730.701
154,27,37485.29909,0,15,29.36349409,0.037485299,464486.3753,3584844.568
155,27,19581.51768,0,14,29.55248968,0.019581518,464397.4669,3584975.245
156,27,59202.07391,0,142,29.00399234,0.059202074,464875.0278,3584916.177
157,27,48199.20368,0,141,28.89433413,0.048199204,465052.3017,3584949.275
158,27,37459.80466,0,13,29.35194807,0.037459805,464582.5181,3585041.444
159,27,48781.82207,0,12,29.67933354,0.048781822,464299.3586,3585269.757
160,27,60204.27909,1,11,29.51147483,0.060204279,464701.096,3585841.492
161,27,102146.2785,1,9,29.09209811,0.102146278,465170.482,3585846.939
162,27,42774.26468,1,8,29.43143273,0.042774265,464935.8317,3585938.002
163,27,67131.67004,0,10,29.86603613,0.06713167,464458.9814,3585987.455
164,27,49692.34289,1,7,29.62056751,0.049692343,464783.5999,3586078.054
165,27,46840.31623,1,4,29.38572891,0.046840316,465080.2798,3586126.332
166,27,52783.75546,1,6,29.81950867,0.052783755,464629.7539,3586206.872
167,27,64275.73752,0,3,29.56080406,0.064275738,464963.5827,3586305.339
168,27,52559.91683,0,5,30.02081085,0.052559917,464468.183,3586336.339
169,27,49326.74983,1,2,29.76803172,0.04932675,464794.3176,3586420.627
170,27,49863.38426,1,1,29.9829855,0.049863384,464617.2145,3586542.992
171,8,32721.8044,0,13,31.83540813,0.032721804,459655.5814,3589455.485
172,8,54547.30682,0,15,32.24411853,0.054547307,460131.1963,3589470.034
173,8,56184.33012,0,14,31.94413045,0.05618433,459894.8907,3589503.688
174,8,53597.0348,0,12,32.12948931,0.053597035,460124.7616,3589727.934
175,8,58446.39738,0,11,31.89769163,0.058446397,459890.5447,3589745.581
176,8,55074.82618,0,10,31.66671214,0.055074826,459652.3923,3589774.093
177,8,25473.1617,1,9,31.70185701,0.025473162,459759.4281,3590097.067
178,8,27958.84512,0,8,31.54461413,0.027958845,459604.4857,3590122.539
179,8,29416.44114,0,6,31.25072981,0.029416441,459306.9189,3590140.957
180,8,27173.13531,0,7,31.36877247,0.027173135,459456.4484,3590152.979
181,8,19678.72144,0,1,30.9588261,0.019678721,459018.2083,3590211.48
182,8,23600.12106,0,5,31.66445298,0.023600121,459796.8936,3590266.516
183,8,26565.40105,0,4,31.48440258,0.026565401,459631.3466,3590311.771
184,8,42600.17715,0,3,31.21024272,0.042600177,459431.1518,3590364.225
185,8,44581.508,1,2,30.99799138,0.044581508,459218.2906,3590393.98
186,10,34558.42252,0,5,21.58890027,0.034558423,452622.5577,3603049.714
187,10,29097.11272,1,4,21.62001893,0.029097113,452659.5717,3603227.182
188,10,68376.66201,0,2,21.20939788,0.068376662,452274.1929,3603258.654
189,10,52504.71364,0,3,21.45296555,0.052504714,452478.039,3603260.222
190,10,18107.63377,0,6,21.49357042,0.018107634,452496.8572,3603491.598
191,10,19952.68726,1,7,21.28291924,0.019952687,452325.7248,3603498.874
192,10,52895.9217,0,1,20.94319606,0.052895922,451970.1006,3603449.973
193,33,31211.69122,0,24,7.830928476,0.031211691,438728.1767,3602077.33
194,33,38303.30817,0,26,7.461065669,0.038303308,438415.4506,3602152.099
195,33,35969.06198,0,23,7.821102099,0.035969062,438770.7142,3602344.885
196,33,40425.78775,1,25,7.234583551,0.040425788,438206.7174,3602395.626
197,33,30397.27263,1,22,7.630915572,0.030397273,438594.2043,3602472.202
198,33,31846.33012,0,21,7.381930297,0.03184633,438402.1736,3602665.101
199,33,62728.03278,1,20,7.937852048,0.062728033,438982.9675,3603011.76
200,33,50699.57679,0,19,7.979022112,0.050699577,439049.0207,3603244.947
201,33,18829.38154,0,5,10.13345546,0.018829382,441110.0422,3603466.555
202,33,54234.13642,0,18,7.835483719,0.054234136,438866.6195,3603399.201
203,33,27539.69915,0,11,9.767713863,0.027539699,440783.3326,3603486.454
204,33,39081.8568,0,10,9.941580334,0.039081857,440953.9632,3603473.14
205,33,36161.38895,1,12,9.554149929,0.036161389,440607.1559,3603528.58
206,33,86436.67616,0,17,8.115703005,0.086436676,439220.899,3603497.013
207,33,34656.52207,0,4,10.02862269,0.034656522,441061.5776,3603705.584
208,33,29259.836,1,16,8.837420168,0.029259836,439859.3544,3603769.771
209,33,35678.85919,0,9,9.536807341,0.035678859,440622.2921,3603843.863
210,33,36059.29318,0,8,9.74666841,0.036059293,440794.9387,3603872.273
211,33,39409.63234,1,3,9.99187788,0.039409632,441045.1805,3603912.766
212,33,37774.33406,0,15,8.914968188,0.037774334,439956.3628,3603996.428
213,33,41576.39637,0,2,9.993410411,0.041576396,441030.2152,3604115.636
214,33,40139.52482,0,7,9.769233104,0.040139525,440801.734,3604163.537
215,33,30196.4288,0,13,9.103731375,0.030196429,440096.6612,3604265.119
216,33,23640.0491,1,6,9.63491669,0.023640049,440596.6276,3604266.862
217,33,59206.31496,0,14,8.856792663,0.059206315,439880.3578,3604224.097
218,33,58793.91706,1,1,9.961715387,0.058793917,441005.6494,3604320.355
219,24,22220.12417,0,28,6.198173669,0.022220124,437127.9181,3604560.583
220,24,14959.85396,0,26,6.207649267,0.014959854,437083.7178,3604700.957
221,24,8871.547746,0,27,6.332877925,0.008871548,437199.843,3604699.965
222,24,71406.928,0,25,5.923692281,0.071406928,436877.3583,3604631.208
223,24,55647.99191,0,30,6.652318911,0.055647992,437604.4071,3604636.177
224,24,70622.37995,0,29,6.38259825,0.07062238,437364.7121,3604628.513
225,24,20827.20517,1,53,5.570341522,0.020827205,436459.4164,3604749.903
226,24,16516.9327,1,21,5.943901506,0.016516933,436812.6301,3604838.673
227,24,42575.71386,0,22,6.127192868,0.042575714,437044.6082,3604857.891
228,24,42292.17218,0,24,6.809590039,0.042292172,437700.8125,3604903.513
229,24,83077.16425,0,23,6.450576884,0.083077164,437418.4402,3604897.116
230,24,65597.96891,1,16,6.039824957,0.065597969,437018.1057,3605049.329
231,24,32829.22548,0,20,5.846878192,0.032829225,436660.6463,3605012.751
232,24,72978.15151,0,19,6.867580553,0.072978152,437768.8338,3605147.66
233,24,72236.91272,0,18,6.565661057,0.072236913,437454.6014,3605144.79
234,24,25757.8943,1,15,6.059066628,0.025757894,436905.7962,3605149.641
235,24,15601.95058,0,17,6.427795124,0.015601951,437213.4059,3605216.949
236,24,11234.64367,1,52,7.520813052,0.011234644,438342.8373,3605263.439
237,24,54447.73954,1,51,7.716611748,0.05444774,438597.0475,3605335.871
238,24,61269.07452,1,50,8.036080342,0.061269075,438899.9285,3605346.031
239,24,36750.36002,0,49,7.943149344,0.03675036,438764.5409,3605555.146
240,24,44079.33182,1,31,7.345553483,0.044079332,438083.709,3605568.809
241,24,57740.74387,0,47,8.26687075,0.057740744,439050.3541,3605626.502
242,24,76423.97644,0,45,8.502908192,0.076423976,439322.8119,3605612.886
243,24,87806.08776,0,32,7.469324044,0.087806088,438266.6727,3605544.398
244,24,64251.19443,0,34,7.70308943,0.064251194,438477.7277,3605653.184
245,24,35927.82033,0,48,8.14075095,0.03592782,438859.4195,3605761.158
246,24,48415.34691,0,33,7.608846991,0.048415347,438300.7128,3605877.229
247,24,67880.211,0,44,8.577731282,0.067880211,439332.1074,3605891.969
248,24,64523.33972,0,35,7.895203503,0.06452334,438532.2631,3605988.847
249,24,61194.80517,1,46,8.342757767,0.061194805,439074.4272,3605917.725
250,24,61714.9247,0,38,8.098502465,0.061714925,438726.2976,3606045.363
251,24,63175.61423,1,43,8.650591838,0.063175614,439332.1879,3606127.029
252,24,50119.80203,0,36,7.943689589,0.050119802,438467.5428,3606302.254
253,24,43747.146,0,37,8.135987451,0.043747146,438659.5137,3606319.716
254,24,76514.54147,0,39,8.382544724,0.076514541,438928.2914,3606289.745
255,24,50487.98116,0,42,8.591410479,0.050487981,439137.4931,3606393.295
256,24,18266.43519,0,12,6.001306229,0.018266435,436142.5606,3606673.422
257,24,54571.74627,0,41,8.632476261,0.054571746,439121.5697,3606657.158
258,24,72229.37917,0,40,8.42993667,0.072229379,438893.5763,3606664.452
259,24,46160.36228,0,10,5.919664953,0.046160362,435997.4863,3606811.048
260,24,12865.67683,0,9,5.690056987,0.012865677,435630.9319,3606834.199
261,24,10615.28171,0,11,6.18899913,0.010615282,436207.5527,3606834.302
262,24,88461.46083,0,6,5.68371191,0.088461461,435672.6288,3607022.335
263,24,34139.39864,1,14,5.188331015,0.034139399,434852.6667,3607058.788
264,24,81524.79889,1,5,5.389706938,0.081524799,435261.7346,3607056.023
265,24,18508.95478,0,8,6.410133607,0.018508955,436292.2817,3607143.318
266,24,113478.2509,1,7,6.076823324,0.113478251,436088.4486,3607089.285
267,24,82198.34566,0,4,5.806164821,0.082198346,435679.8142,3607216.486
268,24,54809.12198,1,13,5.329593679,0.054809122,434955.3978,3607243.538
269,24,102429.2305,1,3,6.154726667,0.10242923,435863.8004,3607523.762
270,24,91965.41137,1,2,5.971980754,0.091965411,435629.7247,3607541.167
271,24,43998.3455,0,1,6.370230949,0.043998346,435715.6727,3607880.109
272,21,46749.43037,0,54,16.48593549,0.04674943,447063.1552,3608960.064
273,21,42350.54394,0,53,16.40504912,0.042350544,446995.4243,3609152.466
274,21,92178.03519,0,52,15.93637756,0.092178035,446603.8848,3609446.214
275,21,83377.21594,0,50,15.5818811,0.083377216,446357.6021,3609809.059
276,21,68182.3141,0,51,15.81858094,0.068182314,446569.6869,3609865.397
277,21,25746.34338,0,44,16.05758383,0.025746343,446781.9357,3610222.364
278,21,51975.51954,0,30,16.96395208,0.05197552,447772.5733,3610210.166
279,21,87801.64641,0,49,15.38478413,0.087801646,446253.7478,3610189.077
280,21,54985.94047,0,41,17.30396479,0.05498594,448130.4285,3610237.933
281,21,68400.96216,1,48,14.93913159,0.068400962,445848.8015,3610344.401
283,21,52643.81109,0,43,15.97186825,0.052643811,446797.3964,3610448.833
284,21,49863.17388,0,29,16.88893615,0.049863174,447738.9128,3610477.015
285,21,46552.78913,0,46,15.77024862,0.046552789,446571.8726,3610482.003
286,21,54943.68451,0,47,15.20396723,0.054943685,446099.3838,3610534.151
287,21,59329.22093,1,40,17.15196878,0.059329221,448080.4213,3610533.715
288,21,43681.07321,0,45,15.54218016,0.043681073,446510.4917,3610758.246
289,21,49597.52403,0,42,15.90615398,0.049597524,446797.7531,3610711.609
290,21,75482.05842,0,39,17.29004571,0.075482058,448311.2514,3610692.789
291,21,33249.26879,1,28,16.81545212,0.033249269,447722.2511,3610742.334
292,21,54276.99319,0,25,16.50602118,0.054276993,447497.3806,3611018.228
293,21,36343.90286,0,27,16.76331147,0.036343903,447727.3523,3611039.371
294,21,63932.10367,0,38,17.18254087,0.063932104,448298.2742,3611243.11
295,21,64717.70455,0,24,16.40921422,0.064717705,447479.3439,3611325.687
296,21,32397.34074,0,37,16.98562157,0.032397341,448047.6872,3611402.881
297,21,69404.18886,0,26,16.69221496,0.069404189,447786.2016,3611442.122
298,21,31186.21113,0,36,17.46766674,0.031186211,448663.0994,3611704.865
299,21,62992.96312,1,22,16.13242515,0.062992963,447233.9559,3611647.926
300,21,63610.90843,0,23,16.32476257,0.063610908,447453.5198,3611660.551
301,21,32116.59004,0,35,17.25517318,0.03211659,448389.5742,3611755.243
302,21,34091.59053,0,34,17.0272342,0.034091591,448190.4381,3611765.985
303,21,25616.30371,0,33,17.19880471,0.025616304,448399.5066,3611919.439
304,21,45447.87379,0,21,16.28866737,0.045447874,447442.1939,3611962.286
305,21,36430.78541,1,32,17.38085995,0.036430785,448627.7575,3612110.545
306,21,47959.62716,0,19,16.16512182,0.047959627,447392.9781,3612232.186
307,21,34267.93792,0,18,15.97472069,0.034267938,447181.7705,3612276.909
308,21,70779.1207,1,31,16.98388833,0.070779121,448330.6981,3612253.931
309,21,68532.92119,0,20,16.30870438,0.068532921,447619.9191,3612220.119
310,21,71201.77325,1,11,16.08573876,0.071201773,447483.919,3612602.482
311,21,37322.12601,1,17,16.67389669,0.037322126,447923.9056,3612615.126
312,21,39575.75978,0,16,16.50543255,0.03957576,447762.2684,3612616.058
313,21,84322.65146,1,10,16.05897264,0.084322651,447457.7672,3612809.489
314,21,38375.5662,0,14,16.47923404,0.038375566,447767.8531,3612901.261
315,21,40017.9288,1,15,16.64264387,0.040017929,447937.0941,3612911.053
316,21,80255.56362,0,9,16.05855258,0.080255564,447482.2677,3613033.357
317,21,45999.78562,1,13,16.61767905,0.045999786,447958.8058,3613173.686
318,21,36820.35816,0,12,16.45040091,0.036820358,447765.8155,3613181.969
319,21,75186.57493,1,8,16.03315417,0.075186575,447488.0503,3613247.896
320,21,157492.9933,0,6,15.91126789,0.157492993,447469.8643,3613603.106
321,21,73564.34154,0,7,16.29546388,0.073564342,447738.5371,3613691.828
322,21,106058.0816,0,5,15.81961723,0.106058082,447353.5933,3613976.785
323,21,71800.87783,0,4,15.78810585,0.071800878,447258.0397,3614243.063
324,21,65303.76453,1,3,15.70186882,0.065303765,447183.2179,3614520.906
325,21,84694.57769,1,2,16.07958551,0.084694578,447541.3974,3614595.056
326,21,64120.31486,1,1,15.76679404,0.064120315,447278.6404,3614737.726
327,18,47634.4678,0,29,10.84562495,0.047634468,410752.1397,3630460.96
328,18,36271.276,1,30,10.71636144,0.036271276,410589.8992,3630483.994
329,18,36412.60328,1,28,11.04423243,0.036412603,410940.978,3630547.234
330,18,57479.58128,1,27,11.10392282,0.057479581,411009.9647,3630763.997
331,18,46089.73938,0,26,11.04286188,0.046089739,410912.0535,3630952.73
332,18,74970.80551,1,22,11.32569029,0.074970806,411458.2852,3631089.87
333,18,28977.78541,0,25,11.26717599,0.028977785,410989.1916,3631210.789
334,18,47875.88815,0,24,11.04457389,0.047875888,410834.2858,3631171.695
335,18,39606.8014,1,23,10.96132722,0.039606801,410699.3209,3631311.498
336,18,66692.98883,1,21,11.34542557,0.066692989,411451.9995,3631345.563
337,18,47319.02819,1,20,11.46777411,0.047319028,411186.6196,3631410.515
338,18,11560.05395,0,18,11.56596264,0.011560054,411191.7484,3631584.59
339,18,37831.989,0,11,11.17376634,0.037831989,410849.4028,3631573.75
340,18,27854.47402,0,19,11.49444577,0.027854474,411412.2404,3631589.392
341,18,39621.05613,1,17,11.04675576,0.039621056,411829.1277,3631709.375
342,18,41344.80332,0,10,11.14053452,0.041344803,410775.6378,3631741.323
343,18,14746.22792,0,14,11.64412895,0.014746228,411289.0436,3631782.113
344,18,20573.61855,1,15,11.46186867,0.020573619,411466.1695,3631776.419
345,18,16435.69566,0,16,11.33860829,0.016435696,411617.1436,3631768.691
346,18,53070.05196,0,8,11.00064261,0.053070052,410638.575,3631921.317
347,18,48869.02721,0,9,11.33905218,0.048869027,410899.8783,3631979.522
348,18,56240.92572,1,13,11.14578614,0.056240926,411774.3226,3631972.159
349,18,104506.9914,1,12,11.37581176,0.104506991,411278.1755,3631986.438
350,18,60648.73084,0,6,10.95187666,0.060648731,410511.2821,3632092.326
351,18,51115.44212,0,7,11.32284959,0.051115442,410843.7202,3632193.103
352,18,37321.29536,0,3,10.91254833,0.037321295,410356.4978,3632258.127
353,18,19992.69574,0,4,11.14292647,0.019992696,410550.5417,3632272.137
354,18,30111.24388,1,1,10.86600099,0.030111244,410253.9095,3632407.22
355,18,19250.10308,1,2,11.11057238,0.019250103,410458.945,3632404.67
356,18,32191.57509,1,5,11.26743791,0.032191575,410653.1857,3632354.304
357,32,40294.2684,1,2,20.45346464,0.040294268,367725.7055,3664015.934
358,32,44792.55849,1,1,20.23913656,0.044792558,367710.2534,3664313.861
359,19,14486.48863,0,8,19.16590969,0.014486489,366027.8002,3667722.117
360,19,31272.53876,0,7,19.21605092,0.031272539,365791.8643,3667796.003
361,19,36169.758,0,6,19.2272148,0.036169758,365729.1622,3667930.699
362,19,17053.91471,0,5,19.00328839,0.017053915,365506.4476,3668637.172
363,19,17314.58488,0,4,18.92502504,0.017314585,365508.9759,3668767.089
364,19,47883.24802,0,3,18.21428794,0.047883248,365689.0566,3669644.945
365,19,18790.08314,0,2,18.15272485,0.018790083,365722.2304,3669798.293
366,19,18954.93312,0,1,18.10070167,0.018954933,365723.0012,3669899.437
367,20,47531.99655,0,12,26.84993466,0.047531997,357341.9052,3666717.668
368,20,42610.35939,0,11,26.95375994,0.042610359,357206.9241,3666832.732
369,20,44242.78987,0,10,26.90969034,0.04424279,357122.1276,3666969.188
370,20,42835.19824,0,9,26.31472112,0.042835198,357821.2185,3667117.809
371,20,43793.1805,0,8,26.42143402,0.043793181,357644.8883,3667210.504
372,20,51135.34198,0,7,26.55197362,0.051135342,357442.8176,3667286.41
373,20,49797.87495,0,6,26.71203733,0.049797875,357235.9835,3667297.905
374,20,21627.45274,0,5,26.20605355,0.021627453,357635.4763,3667706.923
375,20,16053.49716,0,4,26.18272784,0.016053497,357622.6666,3667819.049
376,20,22822.76509,0,3,26.11827585,0.022822765,357620.7047,3667954.09
377,20,21422.02639,0,2,26.05822665,0.021422026,357621.9269,3668098.937
378,20,25781.25326,0,1,26.22389744,0.025781253,357416.9604,3668103.584
379,30,35682.77716,1,4,27.69147177,0.035682777,353208.342,3679928.676
380,30,21494.41955,0,3,27.68035082,0.02149442,353260.887,3680169.996
381,30,26727.02068,1,2,27.80641757,0.026727021,353085.1267,3680202.262
382,30,39749.2116,0,1,27.67043767,0.039749212,353291.4546,3680431.441
383,9,17280.85607,0,8,16.68056949,0.017280856,368485.1581,3668618.909
384,9,32197.86893,0,7,16.82327498,0.032197869,368222.9009,3668702.059
385,9,35682.28206,0,6,16.65562016,0.035682282,368337.5794,3668827.397
386,9,39051.87301,0,5,16.46243455,0.039051873,368467.6417,3668910.326
387,9,29438.61197,0,9,16.80135455,0.029438612,367950.1626,3669010.593
388,9,39184.5497,0,4,16.34254357,0.03918455,368458.5388,3669138.634
389,9,25038.6519,0,3,16.4518587,0.025038652,368297.6136,3669174.894
390,9,38964.37552,1,1,16.413236,0.038964376,367620.2881,3670062.184
391,9,44591.95778,1,2,16.29644944,0.044591958,367805.5612,3669980.793
392,31,48711.63208,0,15,11.90448928,0.048711632,442902.2451,3603097.218
393,31,79335.94843,0,8,12.1206746,0.079335948,443175.4124,3603231.696
394,31,20474.27331,0,19,12.63334508,0.020474273,443629.1018,3603411.482
395,31,43258.25854,1,14,11.88803851,0.043258259,442889.6702,3603422.196
396,31,46560.69554,0,7,12.10372733,0.046560696,443102.2836,3603506.573
397,31,13374.58203,0,18,12.82445282,0.013374582,443809.4818,3603712.815
398,31,126123.0048,0,17,12.33812806,0.126123005,443504.5658,3603589.515
399,31,45980.60895,0,13,11.88245136,0.045980609,442888.0304,3603720.573
400,31,28653.00297,0,6,12.12277768,0.028653003,443142.2143,3603861.987
401,31,51493.69565,0,12,11.88318652,0.051493696,442924.1157,3603970.534
402,31,32127.9431,0,5,12.21109305,0.032127943,443223.5301,3604066.611
403,31,29001.28758,0,11,12.031879,0.029001288,443022.5354,3604171.987
404,31,30170.12687,0,10,11.89019311,0.030170127,442861.6405,3604194.197
405,31,109032.3121,0,16,12.59474163,0.109032312,443708.6516,3604078.405
406,31,39241.99741,0,4,12.31244365,0.039241997,443324.7358,3604286.711
407,31,27247.67318,0,9,12.04955286,0.027247673,443074.2134,3604345.967
408,31,40367.11699,0,3,12.38786165,0.040367117,443380.5605,3604528.485
409,31,39675.63669,0,2,12.45859891,0.039675637,443430.4172,3604762.666
410,31,33828.60832,0,1,12.52571757,0.033828608,443433.8135,3605043.432
411,6,47381.79491,1,12,8.465741654,0.047381795,438501.5104,3608624.596
412,6,49851.31292,0,11,8.307162557,0.049851313,438414.3086,3608857.737
413,6,22401.92017,0,4,7.977266024,0.02240192,438074.386,3609018.29
414,6,24911.87837,0,10,8.373006235,0.024911878,438526.4022,3609003.996
415,6,18873.12707,0,5,7.988140068,0.018873127,438166.964,3609185.546
416,6,22522.13911,0,3,7.870376674,0.022522139,438060.9116,3609228.24
417,6,90724.19758,0,6,8.048585356,0.090724198,438329.6135,3609195.28
